Gene.symbol	Gene.ID	adj.P.Val	logFC
RCC1L	81554	0.00871348842116863	0.922932304181817
		0.00872370541942252	0.337325517659673
		0.00872370541942252	0.383599253776223
		0.00872998167580029	-0.967124552752914
NME4	4833	0.00873324952433341	0.642155700629369
		0.00875029572572157	0.484156515331001
RNVU1-17///RNU1-1///RNU1-2///RNU1-3///RNVU1-7///RNVU1-18///RNU1-4	101954269///26871///26870///26869///26864///26863///6060	0.0087576281185156	-0.927142067037297
		0.00875933209397865	-0.861693692806528
		0.00877445710409688	-0.826059737804196
EFHC2	80258	0.00878133803214284	0.975984405244755
SLC48A1	55652	0.00879275646317858	0.623821785086246
RBM10	8241	0.00882255595072618	0.401732866741258
PXK	54899	0.00883837234435101	-0.841802716727274
		0.00883904604935991	1.45421884759207
NATD1	256302	0.00884284146557983	0.543534010307694
CHD3	1107	0.00884550372981737	0.51746311544289
LBR	3930	0.00884951436619461	0.855336273512821
		0.00885194750344218	1.07907205650583
SLC10A7	84068	0.00885699584321618	-0.837925365494172
RGPD2///RGPD6///RGPD8///RGPD3///RGPD1///RGPD4///RGPD5///RANBP2	729857///729540///727851///653489///400966///285190///84220///5903	0.00885699584321618	-0.548938612911424
KRTAP4-7///KRTAP4-9///KRTAP4-8///KRTAP4-11///KRTAP4-2///KRTAP4-5///KRTAP4-4///KRTAP4-12///KRTAP4-6///KRTAP4-7	100132476///100132386///728224///653240///85291///85289///84616///83755///81871///100132476	0.00886992311444037	0.389995386384614
PKD1P6-NPIPP1///NPIPA8///NPIPA7///NPIPB9///NPIPA5///NPIPB5///NPIPB6///NPIPA2///NPIPA3///NPIPB4///PKD1P1///PDXDC2P///NPIPB3///NPIPA1///NPIPB5///NPIPB4///NPIPB3	105369154///101059953///101059938///100507607///100288332///100132247///728741///642799///642778///440345///339044///283970///23117///9284///100132247///440345///23117	0.00887249445563823	-1.09874369346154
		0.00888146129819246	1.4606753090979
ST6GALNAC6	30815	0.00888146129819246	-0.67902118764569
SEPT2	4735	0.00889030178497411	0.51014981204662
PNISR	25957	0.00890673318964778	-0.570517023347319
LRR1	122769	0.00891379793440308	0.82432994574359
MTIF3	219402	0.00892284522466757	-0.561540152198136
		0.00895516173988358	0.500344811867134
HIST1H1C	3006	0.00896975599873304	0.730892520062936
		0.00899170370704511	-0.625336668692308
VPS13B	157680	0.00899170370704511	-0.518247602920746
		0.00899170370704511	1.64059634008158
YIPF6	286451	0.00899205502036573	0.545447215454544
		0.00900025252289858	-0.424448389459208
		0.00900339233956135	-0.625194246214453
RAD23A	5886	0.0090120665155598	0.52180827865035
		0.0090120665155598	0.65222200318648
TBX1	6899	0.0090120665155598	0.423376727650349
PRKX	5613	0.00901536829405633	-0.543963544153847
		0.00901757005877332	0.618421182627039
		0.00901757005877332	-1.3402433303683
		0.00901757005877332	0.454132236794871
		0.0090292406002494	0.323610213694638
HOXA2	3199	0.0090381059160757	0.934411655174825
ZNF773	374928	0.00904032368872456	-0.59914689844056
		0.00905002474391867	-0.691312287713286
		0.00905785055900701	-0.279091209741259
CCR1	1230	0.00907137633227209	1.05863725113054
MAP3K15	389840	0.00908959941473864	0.755663627034965
AK6///TAF9	102157402///6880	0.00910081421596675	0.62122410813986
		0.00910868220803149	1.13195173836597
REXO4	57109	0.00911681338860554	0.824463212058274
		0.00912742350691303	1.13261944175058
ZNF470	388566	0.00912742350691303	-0.90787971911888
		0.00913781029730555	-0.895275317965036
AQP1///AQP1	358///358	0.00914069104021873	0.789651880913754
FAM135B	51059	0.00914069104021873	0.46282175621212
EI24	9538	0.00915368899699622	0.710219933095571
		0.0091542082060169	-0.765334550785549
SEPHS1	22929	0.00915444155726775	0.632364334433567
S100A12	6283	0.00916086209010253	1.17240663948019
P2RX7	5027	0.00916644799700986	0.93953856644522
COL6A6	131873	0.00917234951499706	0.485800271687646
MYL6	4637	0.00917234951499706	0.474381174797202
LGALS1	3956	0.00917625032671649	1.25190200227273
		0.00918761168934554	-0.992180346976689
RRS1	23212	0.00919015802170884	0.744774870715618
ACSL5	51703	0.00919535164152785	-1.18521959258508
PAPSS1	9061	0.00920207051270194	0.684511593496503
GPRC5C	55890	0.00920795920670379	0.400938031538462
PAK1IP1	55003	0.00921529401809005	0.783655162496504
SRCAP	10847	0.00923279251163437	-0.525956297291375
GTF3C4	9329	0.00923279251163437	0.464396342918414
LOC100129572	100129572	0.00923535290899833	0.489269171587413
TMEM151A	256472	0.00924470278814681	0.442189374456877
NDUFB1	4707	0.00925727867443122	0.709368680988344
PIP4K2A	5305	0.00926123277611446	-0.872548333107225
RBM27	54439	0.00927010392287742	-0.381630649233101
EMC9	51016	0.00927253062316088	0.637053591480186
NEDD8-MDP1///NEDD8	100528064///4738	0.00927272990362169	0.465185164911421
		0.00928117003544389	0.407627506545453
		0.0093040226810229	0.836527869060606
USP32P1	162632	0.0093040226810229	1.90997671495105
TYK2	7297	0.00930561858474153	0.448008680477855
RPL18A	6142	0.00930627863976825	-1.09835389182517
LECT1	11061	0.00930627863976825	0.410987886883449
		0.00930627863976825	-0.346612387869464
CLN6	54982	0.00931478038882651	0.837377483149184
FAM103A1	83640	0.00931730191837313	-0.979582579624709
CRHR1-IT1	147081	0.00931730191837313	-0.660024045314685
ZNF704	619279	0.00932006235284897	1.09946987371329
		0.00934336254717241	-0.332487651004663
		0.00936477176302981	1.08592177541492
KAZALD1	81621	0.00936477176302981	0.592480443710955
LOC93622	93622	0.00936818338430298	0.908648602589742
NDUFA5	4698	0.00936870918347108	1.1039268730303
GABRB2	2561	0.00936870918347108	-0.418795059937063
		0.00937270689740564	1.05171289511888
RSL24D1	51187	0.00937421023556062	0.991505575752914
		0.00937537961072675	1.80962556091142
FAM86DP	692099	0.00937859383310732	0.52805179883683
HEYL	26508	0.00938179666023068	0.375746468041958
		0.00939735718647853	0.902655979717948
		0.00940711027905316	-0.38600605979021
HOXB9	3219	0.00941438562487592	0.91403930807226
ZBTB46	140685	0.00941448160346891	0.398348962086247
		0.00941448160346891	-0.639222985386947
APOE	348	0.00941671714756595	0.615086805615385
		0.00941671714756595	-0.835487972620047
HOXA11	3207	0.00941773883496495	0.86409429367599
GAS2L1	10634	0.00942007995124435	0.360432513379952
RP9	6100	0.00942736639227922	-0.703360037808859
UFD1L	7353	0.00943096185641943	0.512881681967364
		0.00943096185641943	1.56260532497436
PRKAR1A	5573	0.0094410332946805	0.782085529766899
NLK	51701	0.00946305096360384	-0.927292089100233
UBE2R2	54926	0.00948020588386123	-0.813940650198134
SEPT5-GP1BB	100526833	0.00948020588386123	1.03655742932168
ZNF687	57592	0.00948616915139652	-0.43434507601865
PARD6G	84552	0.00949117296026722	0.590310516738927
MCM5	4174	0.00949885660423714	0.718517634722611
LIN7C	55327	0.00950164280896593	-0.747923293804195
SLC19A2	10560	0.00952514566572481	0.859671811097902
TP53BP2	7159	0.00952633952448488	0.52876079774359
LINC01565	23434	0.00952633952448488	0.423433269086246
LGALS3BP	3959	0.0095330044138034	1.072190189662
		0.00954923471638823	0.520411497531468
FGFR3	2261	0.00955862059641581	0.444546569944056
		0.00955862059641581	-0.678007984799533
HIPK2	28996	0.00955862059641581	-0.820204140932401
PTENP1///PTEN	11191///5728	0.00956882371755791	-0.83843867837529
		0.0095893454737415	0.624194533650349
CTSA	5476	0.0095948986341213	0.779257814447552
TUBGCP2	10844	0.00959711575564558	0.364606957729603
		0.00959711575564558	-1.09245423299534
RGS12	6002	0.00959711575564558	0.683589150878789
		0.00959711575564558	0.642661551540792
FAM221A	340277	0.00960103648051783	-0.978143446797204
GGT5	2687	0.00961062019339897	0.655136313116549
POLK	51426	0.0096242394212886	-0.595948433167833
		0.00962804349382869	0.685642262587412
TRIP12	9320	0.00963052549234951	0.363056287076923
		0.00963273220233392	-0.708384764296038
		0.00963994281818884	0.821638901999999
		0.00965304140319598	-0.313031349037296
RAD21	5885	0.00965304140319598	0.697447616727272
PHF20	51230	0.00965572285819156	-0.440945214132868
AEN	64782	0.00966322336559601	-0.577059731135198
TUBAL3	79861	0.00966841376622476	0.734737271172493
GTF2IRD2B///GTF2IRD2	389524///84163	0.00967065419930994	-0.968279159298369
TMEM106A	113277	0.00967065419930994	-1.05675214477856
		0.0096761101724927	-1.06656409455478
LOC441666	441666	0.00968433535275768	-0.567230979843823
CRLS1	54675	0.00968806554865352	0.596940033613054
MVP	9961	0.00968926072974901	-0.660862366864801
COA6	388753	0.00976494087880044	0.592069930074591
		0.00976888318620794	-0.343192431484849
HCFC2	29915	0.00978032863029986	-0.476841859566434
		0.00978092794237226	1.05064812085548
UQCR10	29796	0.00978603801709345	0.413957112934731
TPTE2P5///SUGT1P3	100616668///283507	0.00979032716969679	-0.775393002608392
THNSL2	55258	0.00979244585727385	-0.379128700815851
		0.00979339047243806	-0.274823523426575
DNAJC13	23317	0.00979667378722031	-0.471352963384616
CCDC102A	92922	0.00979938274951278	-0.450960674149185
PNPLA3	80339	0.00980426543182445	0.487348567424243
ESR1	2099	0.00980652775966393	-0.54967381002331
SERPINB1	1992	0.00980652775966393	1.62938062857575
GPC6	10082	0.00981007758022987	1.13612565365268
TCEB3CL2///TCEB3CL///TCEB3C///TCEB3B	100506888///728929///162699///51224	0.00983655445524208	0.956162839398601
		0.00983685936569922	-1.51543862422145
		0.00986115774104221	-0.864953720979022
VPS29	51699	0.00986152247005641	0.533830081144523
PRR13	54458	0.00986152247005641	1.02389570691608
FRMPD4	9758	0.00986572194443582	0.306941686645688
DZIP1	22873	0.00986664972198285	0.703429097694638
TIFAB///DCANP1	497189///140947	0.00988012555984927	0.811874039454545
MAPK1	5594	0.00988126074166143	-0.551801100965037
OR52N1	79473	0.00988211922988523	0.391010656331002
SASH1	23328	0.00988538362970233	0.547520870855477
RABGGTA	5875	0.00988615687781278	-0.392158495664336
		0.00989092807849046	0.426254722172494
TRAPPC2	6399	0.00990072660997314	-0.960022395699302
LOC554223	554223	0.00990219822679434	-0.74583738990676
FAM227A	646851	0.00990536652545781	0.673935160172495
TTC7A	57217	0.00991012199697417	-0.668459688282051
UBE2Q2	92912	0.00991843014656054	0.490367652435897
FLYWCH2	114984	0.00993994529655336	0.441725233335664
		0.00993994529655336	-0.584692896426574
USP50	373509	0.0099423144509617	-0.352268325312354
CAMTA1	23261	0.00994733688228157	-0.465376695589744
MRPL27	51264	0.00995987223910796	0.639543581860138
GJA9-MYCBP///MYCBP	100527950///26292	0.00996215586189154	0.476768931972029
TRIML2	205860	0.00996755632868495	-0.341280943498835
		0.00997283124143449	0.591510612067598
UQCC1	55245	0.00997561263190154	0.735423352440558
AZI2	64343	0.00998290978429567	0.564887431575756
EMG1	10436	0.00998824755232039	0.708496227615385
HIGD2A	192286	0.00999332386419666	-0.786846732076924
GTF2A1	2957	0.0100071822402564	-0.586299471319347
ZNF670	93474	0.0100071822402564	1.08200200626107
ZFP69	339559	0.0100096569124718	-0.706403971382286
AQP9	366	0.0100103431045449	1.3104029356993
		0.0100204950219657	-0.56888202702098
		0.010036338056985	-0.432723339634033
TUT1	64852	0.010036338056985	0.38351106039394
LOC645010	645010	0.0100446630122561	0.381899953247085
TMEM39B	55116	0.0100555464063175	-0.432752076792542
LTV1	84946	0.0100747113925246	0.600249225750582
UBE2D1	7321	0.0100778833101785	-0.711761538855478
MANEA	79694	0.0100778833101785	-0.894829112011656
		0.0100856745042646	-0.929288649496503
TMEM242	729515	0.0100906361690181	0.680626390333332
KDM4B	23030	0.0100943233574302	-0.475214916881118
EIF2AK4	440275	0.0101000274800559	0.593916907032634
ROR1	4919	0.0101003758567512	-1.21770294622378
PLA2G10	8399	0.0101173431504992	-0.485832705156177
PYROXD1	79912	0.0101187066167947	-0.931514310871794
GYPA	2993	0.0101342036647696	1.96427344134965
		0.0101400186751202	-0.633181649214452
TRPM2	7226	0.0101449001864527	0.759217149097903
CTBP2	1488	0.0101466769463624	0.475797411678321
PRPS1L1	221823	0.0101538892822391	0.404121393783217
KIAA1841	84542	0.0101538892822391	0.697510329578089
COPS6	10980	0.0101589776824961	0.640026155501165
EPX	8288	0.0101822597358627	0.873220107251747
		0.0101955645991174	0.486516623864801
PDXDC2P	283970	0.0102012059082541	-0.786899596487179
SESN1	27244	0.0102014583661378	-1.02909693955944
		0.0102132625957161	0.76125348660606
		0.0102133457684205	0.702338988892772
ZC3H3	23144	0.0102151369149783	0.409752795277388
		0.0102183070492687	0.679143580258741
		0.0102299356310829	-0.478405008456877
TAS2R60	338398	0.0102313000934423	0.690027629356643
		0.0102456169406005	-1.13637964277389
CGREF1	10669	0.0102504771243187	0.633349622205127
		0.0102581608382469	1.00965890603263
LINC00634	339674	0.0102631495545627	0.462323707198133
		0.0102631495545627	-1.29374550672261
LRRC40	55631	0.0102631495545627	0.498231439135199
ZNF227	7770	0.0102736955896023	-0.58966607493007
		0.0102839469313737	0.702576086027972
COX6C	1345	0.0102890097960528	0.91962139118648
TXN2	25828	0.0103052491189018	0.587151339226107
PPP2R5B	5526	0.0103141858896533	-0.542062322470862
FAM27E2///FAM27E3	100289124///100131997	0.010314630175484	1.03623387440792
		0.0103186754059669	-0.50377397830303
TEX15	56154	0.0103419399805593	0.737994830153847
CYB5B	80777	0.010344853120564	0.582480155270396
URB1	9875	0.010344853120564	0.567374807955709
PLD6	201164	0.010356217113859	0.578846677573424
		0.0103685922216596	-0.548871294696971
		0.0103815107145664	-0.666252087862472
AP5M1	55745	0.0103821403443715	-0.502875125368299
ZCCHC24	219654	0.0103845081668446	0.382966581575755
		0.0103874426233145	-0.764990850333334
KLHL42	57542	0.010392250000325	0.427631817785547
DHRS1	115817	0.010392250000325	-0.46629271106993
NRROS	375387	0.010392250000325	0.703891944212122
CRKL	1399	0.010392250000325	0.599185932307691
		0.0103964432907497	-0.57561058144522
OSGIN2	734	0.0104088745201409	0.550886754081583
SEMA3F	6405	0.0104174292018257	0.487314110461539
C4B_2///C4B///C4A	100293534///721///720	0.0104246566729784	0.327896174356643
ZNF221	7638	0.010428979694425	0.747419699086247
ARL4A	10124	0.0104313937181127	-0.69615381041725
		0.0104399404736332	-0.58770496897902
		0.010445687530334	0.958006053125875
FAM117A	81558	0.0104470170355175	-0.824797677825175
ADAMTS1	9510	0.0104589526105754	0.864495061738927
		0.0104635516180399	0.565233672303028
		0.010496869587303	-1.20452373468065
PARP9	83666	0.0105140476860303	-0.809251520645688
		0.010522620098726	-0.506981656382284
TRMT61A	115708	0.010525467558762	0.353806790097903
ZNF335	63925	0.010525467558762	-0.409206195573427
		0.0105287021474954	0.54899746327972
		0.0105440836094532	-0.364524917256411
MIR99AHG	388815	0.0105459073627182	0.788091840177156
		0.0105459073627182	0.552546271986014
RASD2	23551	0.01055292599925	0.394334278596736
		0.01055292599925	-0.445171508717949
		0.01055292599925	-0.715364334594407
METTL21EP	121952	0.010555599734905	-0.54793483160373
LINC00852	84657	0.010555599734905	-0.468183191235431
TOR1AIP1	26092	0.0105564521931629	-0.731343164815852
PARP11	57097	0.0105762788989556	-0.577906674890443
KDM6B	23135	0.0105852340128357	-0.61194246274126
ITFG1	81533	0.0105911995494398	0.486063361104895
		0.0105967756061921	-0.775109755878788
CCDC146	57639	0.0105967756061921	-1.00510336338462
		0.0105992101198101	0.716939914673659
SLITRK4	139065	0.0106351897835522	0.779873387079254
LONRF2	164832	0.010645385412111	0.65848268197669
COX4I1	1327	0.0106522811748293	-0.46756226416317
COPRS	55352	0.0106522811748293	0.588023693072261
FAM20C	56975	0.0106522915130368	0.639589149986014
		0.0106524180973767	-1.08662474509557
ZNF561	93134	0.0106538731044023	-0.700161535426574
CDCA7L	55536	0.0106541801207776	-0.935801273470863
		0.0106601881911088	1.31195835874126
		0.0106794678484853	-0.227220697862471
		0.010685485308031	0.605814433748252
SKIV2L2	23517	0.0106994426047495	0.521204344743589
TCIRG1	10312	0.0107023471757992	-0.790419971762239
UBXN11	91544	0.0107048145244066	0.566871971540793
GATA1	2623	0.0107055020478704	0.860041949160839
FLJ16734	641928	0.0107162847470565	-0.734080570801866
		0.0107162847470565	-0.714611776433567
C9orf40	55071	0.0107162847470565	0.642459461060604
		0.0107162847470565	-0.95226787011655
KDF1	126695	0.0107298674168778	-0.36009637809091
		0.0107343100519097	-0.70294597706993
NAT9	26151	0.0107408829221961	0.692829077710955
DNAAF5	54919	0.0107536469051811	0.515867258946385
MFSD14B///MFSD14C	84641///84278	0.0107547344154133	0.477321396759907
		0.0107547893493335	-1.41690624159441
NUP133	55746	0.0107547893493335	0.589401237494172
		0.0107555937931083	-0.432205972004665
RBM28	55131	0.0107615506125044	0.565315949428904
		0.0107676045125063	-0.407803304822844
MFSD11	79157	0.0108040320388383	-0.544828659475525
C9orf152	401546	0.0108164962782582	-0.316169282118881
TAAR1	134864	0.0108252413778309	0.288518363764568
		0.0108305465537146	-0.690887343571096
LINC00680-GUSBP4///LOC100133050///GUSBP9///GUSBP1///GUSBP3///GUSBP2///SMA5///SMA4///GUSBP3///SMA5///SMA4	106660613///100133050///100049076///728411///653188///387036///11042///11039///653188///11042///11039	0.0108719252436226	0.866765031993006
PTF1A	256297	0.0108721082549386	0.431239335596736
BAZ1A	11177	0.0108776947958039	-0.60555004930303
		0.0108776947958039	-0.801023660538462
WDR43	23160	0.0108797914027302	0.496275631981351
METTL8	79828	0.0108816484668339	0.448731170988345
MED10	84246	0.0108816484668339	-0.641331430717949
		0.0108896119874912	-0.626574164678324
		0.0109000152262709	1.68709880161539
MFAP1	4236	0.0109109165944993	0.934605159855477
KCTD6	200845	0.010915250580787	-0.585480456627041
RNVU1-17///RNU1-1///RNU1-2///RNU1-3///RNVU1-7///RNVU1-18///RNU1-4	101954269///26871///26870///26869///26864///26863///6060	0.0109206238010873	-1.14550142618648
		0.0109216013181742	-0.208618254251749
		0.0109297528836009	0.473386247484848
UQCC2	84300	0.0109297528836009	0.796927876841492
		0.0109303135123133	-0.66101079258042
		0.0109544519643929	-0.394016166277389
		0.0109622688920096	0.836306244941724
ADCY2	108	0.0109790169031823	0.708472837428904
KHSRP	8570	0.0109811983925186	0.504233790582751
		0.0109845317072319	-0.702504441913754
		0.0109947741698133	-0.483322971769231
HMGN2P46	283651	0.0110160960937586	-0.412465158277389
ZNF618	114991	0.0110160960937586	0.702659434128205
CCDC106	29903	0.0110255542954611	-0.489188029559442
ORC4	5000	0.011036018134371	-0.418797484708624
		0.0110683285119305	0.71642318872261
ETV1	2115	0.0110683285119305	0.797434476741258
TRMT2A	27037	0.0110964848583293	0.420028746200467
NFRKB	4798	0.0111013665587585	0.478965931200467
		0.0111021529761001	0.31506274397669
SPATA18	132671	0.0111192685909076	-0.382076769025641
		0.0111192685909076	-0.637597551972028
SNORA14A	677801	0.0111605230507599	-1.1469757189697
TRIM29	23650	0.0111665256783327	0.34438300832634
BOD1	91272	0.0112036496955965	-0.513219460522146
ERICH1	157697	0.0112135930085943	-0.440496128867133
CORO7-PAM16///CORO7	100529144///79585	0.0112464856343457	-0.418604285107226
LOC643549	643549	0.0112727328650291	-0.39348976244289
PRKAR1B	5575	0.0112949356881408	0.519117761624708
ZC3H12B	340554	0.0113065578325225	-0.794971480440561
		0.0113159832321105	0.373177361713287
		0.0113222748245109	0.506440534069929
DDIT4	54541	0.0113337393114216	1.27510793469464
ACAT2	39	0.0113381697768034	1.08975434297902
TXLNG	55787	0.0113423516646782	-0.580753148934732
KLF3	51274	0.0113500769623693	-1.59251545815152
LSM10	84967	0.0113501060837224	-0.550116798979022
GATSL3	652968	0.0113535591366149	-0.529533903505828
OR13A1	79290	0.0113695021722103	-0.892622048377623
		0.0113703064933465	-0.641745735946387
		0.0113715967601241	-0.79569627986247
SIGLEC17P	284367	0.0113779990970212	1.0193147839697
TMEM135///CCDC174	65084///51244	0.0113839446318546	-0.362279906013987
		0.0113885459522498	0.601913399843824
OK/SW-CL.36	100131077	0.0113901345383941	0.302561457251748
SNORA80B	100302743	0.0114173240132171	0.436424365652679
FXYD5	53827	0.0114293672608591	-0.663774531496502
PPIA	5478	0.0114311825295211	0.957330598114219
APOL4	80832	0.0114363438943718	1.15351906569697
ARHGEF10L	55160	0.0114363438943718	0.397418563741257
VDAC2	7417	0.0114387176975309	0.502272846741258
		0.0114443441240798	0.55447569748951
ZNF276	92822	0.0114487624816921	-0.403559701552447
		0.0114540737152225	-1.30681022623543
USP30	84749	0.0114543462852794	-0.690777747414919
ZNF33B	7582	0.0114544099479672	-0.946397884561772
		0.0114740361217156	-0.564023711517482
GPX7	2882	0.0114890339854229	-1.42952642518881
DNAJC1	64215	0.01149705876028	0.718813552424241
ZDHHC19	131540	0.0115316766753034	-0.348080140736597
TSPAN12	23554	0.0115499339641614	0.533984409797203
		0.0115530712253251	-0.790178863892774
		0.0115735320712962	1.19823660414918
MIR200B	406984	0.0115735320712962	-0.414356420899768
PIGA	5277	0.0115837936510692	0.607802896981352
CECR5	27440	0.0115933033315452	0.664668082151516
LOC100134317///LOC284412	100134317///284412	0.011594489561694	-0.427777456666667
DDX6	1656	0.011594489561694	-0.420680241620046
IRF2BP2	359948	0.0116123318718912	0.549851383606059
		0.0116203063964076	-0.870451632876458
AMY2B///AMY2A///AMY1C///AMY1B///AMY1A	280///279///278///277///276	0.0116278577030673	-1.08662537875292
		0.0116539292802083	-0.726300533382288
		0.0116580516536467	-0.84403454613753
CORO2A	7464	0.0116580516536467	0.890893136834499
ACAA1	30	0.0116686153624484	0.607462677708624
MIR27A	407018	0.0116859773135738	0.725844271675989
PMAIP1	5366	0.0116886383568919	-1.09540366298135
CEBPE	1053	0.0117020238185097	0.781450526400931
CD2AP	23607	0.0117092399660583	-0.736686609254081
		0.0117146220496637	1.18509150772028
		0.0117178431714773	-1.60557264268531
NOSTRIN	115677	0.0117207708147405	0.646837110289045
		0.0117244723955127	-1.02918217356177
COCH	1690	0.0117244723955127	-1.20596935622378
ZNF280B	140883	0.0117287424857118	-0.743421698860141
CARD16	114769	0.0117390205887863	-0.983006182792541
		0.0117500435399177	-0.641925406757576
EMC7	56851	0.0117500435399177	0.445808412065268
FAM19A2	338811	0.0117500435399177	0.649101287864802
SEC24C	9632	0.0117871179392633	0.436114078888111
OR5A2	219981	0.0118193333709922	0.338663584881118
		0.0118258024796828	-0.504190746668998
MYO9A	4649	0.0118508859672786	-0.491972527270396
SLC39A14	23516	0.011850948186435	0.977884283878788
		0.0118542951290763	-0.4563633579324
SGTA	6449	0.0118689155590102	0.485046969121212
LINC00479	150135	0.0118824947165966	-0.370277806545455
EDC3	80153	0.0118913034357415	0.640813067160839
RPL13P5	283345	0.0118964317010232	0.51390886288578
RPS11	6205	0.0118990335490185	-0.296733078181818
SNORD78	692198	0.0119012389092662	0.893509567673659
TBRG4	9238	0.0119037913008559	0.485115667258742
		0.0119037913008559	-0.649946868689979
		0.011917201064831	-1.44424698394872
IQCH	64799	0.011939447593594	0.45032732809324
		0.011939447593594	-0.742163025480187
PFDN1	5201	0.0119443744880352	-0.671373544435899
LOC101060256	101060256	0.0119445902259908	0.97502217916084
CD34	947	0.0119650392730237	2.50692735405361
HOXB4	3214	0.0119741380504604	0.703995737356642
MCF2L2	23101	0.0119833544854306	0.736016275111888
GYG2	8908	0.0119862608643042	0.749532657988345
		0.0119945560096659	0.927433227188811
RGS9BP	388531	0.0119984599144932	0.506607800491841
GTF2H4	2968	0.0119984599144932	0.584699985846155
WDR49	151790	0.0119984599144932	1.51895132621911
TNK2	10188	0.0120119948050718	-0.481884411291375
PKD1P6-NPIPP1///NPIPA8///NPIPA7///NPIPB9///NPIPA5///NPIPB5///NPIPB6///NPIPA2///NPIPA3///NPIPB4///PKD1P1///PDXDC2P///NPIPB3///NPIPA1///NPIPB5///NPIPB4///NPIPB3	105369154///101059953///101059938///100507607///100288332///100132247///728741///642799///642778///440345///339044///283970///23117///9284///100132247///440345///23117	0.012016717999766	-0.85796547081352
		0.0120174706533885	-0.920811607354313
		0.0120174706533885	-0.322130714930069
EXO5	64789	0.0120252746853147	-0.52395941639394
		0.0120252746853147	-0.433715986214452
FBXO25	26260	0.0120381997634322	-0.817748474466201
THUMPD1	55623	0.012043074445441	-0.525079816804197
SLC24A4	123041	0.0120510661635624	0.43612238827972
SLCO3A1///SLCO3A1	28232///28232	0.01206119151195	1.09798234232401
		0.0120680370858395	-0.447026949596737
IL17RE	132014	0.0120688636661208	0.571294346473192
		0.012077997603981	0.940471696785547
		0.0121036582096925	-0.957049530818182
RPL23P8	222901	0.0121153624468503	0.904062242426573
		0.01211701707057	-0.271062258037296
FGFR1	2260	0.0121196925066211	1.05999177887879
		0.0121238719819078	0.405855174055944
LOC101927051	101927051	0.0121261941997232	0.384119259006993
HSP90AA4P	3323	0.0121261941997232	0.630949792997668
PRKAG2	51422	0.012135415377732	-0.830170870955712
LNPK	80856	0.0121364146173988	0.521064256445221
SEMA7A	8482	0.0121364146173988	-0.859054929195804
		0.0121371443247219	1.03025105666667
TTYH2	94015	0.0121379298977378	0.583541041624708
METTL5	29081	0.0121429643835498	0.875048074703962
FUBP3	8939	0.0121469901881542	0.475914982533798
VWF	7450	0.0121530774482246	0.557759957449884
		0.0121530774482246	-0.361045144426574
PLA2G4D	283748	0.0121630195475505	0.343816684923076
C5orf60	285679	0.0121689287793279	-0.396116973759908
		0.0121752357839701	0.591520654850815
NRM	11270	0.0122243740017076	-0.65677115290676
CHCHD6	84303	0.0122244966715117	0.495572338463869
		0.0122559689576807	-0.439379873613055
		0.0122746327962899	1.05312330875291
RPL41P5///RPL41///RPL41	6172///6171///6171	0.0122780318112545	-1.97914777746853
TSHZ3	57616	0.012278038084601	0.979521539331002
TNNI3	7137	0.0122860991578673	0.72759879837063
WBP11P1	441818	0.0122989838300607	-0.396679410375293
ANP32A-IT1	80035	0.0122993727841767	0.631723482773892
RAPGEF4	11069	0.0123082547706964	0.728329687214452
GMEB2	26205	0.0123082547706964	-0.351364069247086
		0.0123110548810691	-0.382035921219115
		0.0123141199401293	0.771938804475525
MIR423	494335	0.0123147992385757	-0.510571980249419
		0.0123297310235331	-0.363317426792541
GFM2	84340	0.0123297310235331	0.617791485431234
SH2D1A	4068	0.0123316684549819	1.26785580361538
		0.0123414308782451	-1.00498779003263
ARL11	115761	0.0123414308782451	-0.878485392368298
		0.0123427839673628	0.831127724221446
		0.0123522270811387	0.820487406337995
DPF1	8193	0.0123522810674537	0.585833006657341
		0.0123779463052941	-0.382243344072261
LETM2	137994	0.0123949257207649	-0.588763428657343
FRAT2	23401	0.0124143925740575	0.433746448240092
EBLN1	340900	0.0124221664658212	0.309231302116549
GLIS2	84662	0.0124296653221082	0.51699821186014
GGTA1P	2681	0.0124327105104841	0.721025473792541
ULK3	25989	0.0124436249449345	0.351207063291376
LINC00969	440993	0.0124436249449345	-0.902811455058276
APOC1	341	0.0124510942944974	1.02584533253846
GPRC6A	222545	0.0124541499094634	0.234730435079253
		0.0124662814860052	0.755292356645687
TDG	6996	0.0124795087890739	0.610135934074592
		0.0125027379553861	0.45334608837296
		0.0125034421735179	-0.329193099011655
HERC2P4///HERC2P9///HERC2P2///HERC2P3///HERC2	100289574///440248///400322///283755///8924	0.0125231958799146	0.964269765890442
		0.012534887760394	0.713027774473194
VENTX	27287	0.0125430770524024	0.49315896220979
ZNF629	23361	0.0125461671627317	0.338170886293706
CLYBL	171425	0.0125470680364709	-0.689490490855478
USP48	84196	0.0125473404694944	0.619776425997668
TBC1D20///TBC1D20	128637///128637	0.0125492746297795	-0.429034424545455
ZBTB43	23099	0.012554076341145	0.700407626848484
		0.0125560001133664	-0.681587612389279
CBSL///CBS	102724560///875	0.0125649698987957	1.25980509459441
		0.012580417402986	0.593487792319346
MFSD2B	388931	0.012584232459094	0.798551021999999
		0.012584232459094	0.620780553867132
		0.012584232459094	1.23449688000466
KPTN	11133	0.012584232459094	0.624577825622378
