Gene.symbol	Gene.ID	adj.P.Val	logFC
		0.0567455706908757	-0.196354870058957
		0.0567520661479207	-0.443787273912696
AARS	16	0.0567520661479207	0.778490159514743
MAOA	4128	0.056781095654971	0.28850686970635
GLIS2	84662	0.0567992525876278	-0.361541115321993
		0.0568202440488359	-0.539273332489794
UQCC2	84300	0.0568202440488359	0.713003285613381
MRPL10	124995	0.056824052510706	0.606622717395694
PPWD1	23398	0.0568294567610461	-0.385403593775509
GPR50	9248	0.0568697176292393	-0.281639780639455
ABO	28	0.0568788204426148	0.478215840918368
MYL2	4633	0.0569509435984984	-0.240851565933106
		0.0569514142026111	-0.829445342114511
		0.0569669314611544	-0.936502520823129
TMED8	283578	0.0569669314611544	0.466284493143994
		0.0569669314611544	-0.389988570773241
CUBN	8029	0.0569766610218163	-0.661565695597504
		0.0569791471495605	0.748586154148527
		0.0569875141316579	-0.415458464564625
MIR183	406959	0.0569875141316579	-0.215161968682539
		0.0569875141316579	0.537994593549889
		0.0569895952691821	0.377236378620183
CEBPG	1054	0.0569895952691821	0.457442715267576
SSX8	280659	0.0570283053081735	-0.456066728306122
PPP4R3A	55671	0.0570283053081735	-0.263728897506802
AFAP1	60312	0.0570283053081735	-0.534314019574828
CHRM1	1128	0.0570483658583329	-0.309172362831065
ENO2	2026	0.0570574316885941	-0.940813793589568
CARD6	84674	0.0570880161268892	0.659742316687075
ARHGEF25	115557	0.0570954403978862	-0.437990654511336
		0.0570954403978862	0.680767452655333
EXOSC8	11340	0.0571169716096301	0.649924197414969
LRRC49	54839	0.0571265757609715	0.339890604120182
		0.0571265757609715	-0.525439747382086
HOXB8	3218	0.0571326928212681	0.350556547209751
FAM208B	54906	0.0571404061400922	0.419996398522676
		0.0573457054970621	-0.360657205200678
TPI1	7167	0.0573464570853974	0.39813094114059
TSPYL2	64061	0.0573952839868391	-0.540302268413831
		0.0574095748301258	0.782382168790251
FNIP2	57600	0.057440492196802	0.728947570938778
GPR27	2850	0.0574444215426614	0.464613095024946
XAGE3	170626	0.0575195706734524	-0.315043446874148
		0.0575214275867048	0.624737079894558
FOXP1	27086	0.0575310969710297	-0.491234528626979
		0.0575825177656389	0.622919805274378
		0.0575825177656389	-0.442472106998864
KRT17P5	339240	0.0575825177656389	-0.348135011547617
PRR23B	389151	0.0576128312302799	0.30663449793084
SNHG16///SNORD1C///SNHG16	100507246///677850///100507246	0.0576128312302799	-0.661746951721087
		0.0576767203990107	0.3353799787415
		0.0576914608622525	-0.325492556154193
MAPRE2	10982	0.057733631800985	0.468338866585036
TMEM63B	55362	0.0577419965555046	-0.466964496151927
FKBP15	23307	0.0578233957504583	-0.449738489944443
DMP1	1758	0.0578947303805192	-0.232636187977324
ABHD6///ABHD6	57406///57406	0.0578972900868001	-0.540614644205213
DKKL1	27120	0.0579222585294279	-0.395817726763037
		0.0579289234864655	0.572930317492066
		0.0579290958800166	0.546116549441044
		0.0579292124179924	-0.462675258939908
		0.0579292124179924	-0.260484927024943
CERKL	375298	0.0579292124179924	-0.278915983730157
CASC2	255082	0.0579796022634922	0.272376896276645
AGVR6190	643797	0.0580798644375303	0.327878098242633
RNF214	257160	0.0581198610115854	0.350665479332201
ABL2	27	0.0581307403216764	0.265244457092972
		0.0581307403216764	0.365045653812925
		0.0581462219327499	0.368955783631523
PWWP2A	114825	0.0581862986826783	-0.219270013706349
HIST1H1T	3010	0.0582030887872353	0.763938538824265
TMEM161B	153396	0.058230166873404	-0.448625565209748
CARD8	22900	0.058230166873404	-0.337097722560089
PLOD1	5351	0.0583037226254531	0.641002009196147
SFSWAP	6433	0.0583112431587624	-0.189045017605441
ADH6	130	0.058320836880939	0.153348624998867
		0.0583484656013867	-0.394143800566891
		0.0583776048122526	0.408855606218821
ERCC6L2	375748	0.0583776048122526	-0.469411961445577
HERC6	55008	0.0583864091176694	-0.625743640273241
LONRF1	91694	0.05840696252435	0.641852396812927
		0.0584134922635653	-0.652393591666665
PRKACA	5566	0.0584161675661534	-0.398885879138321
		0.0584161675661534	-0.290142338002267
KDM3A	55818	0.0584170028460629	-0.397284586060088
		0.0585345856259103	-0.448615633142855
PIK3R4	30849	0.0586094235562783	-0.316261739814057
		0.0586464928508264	-0.330337139180271
		0.0586542773959324	-0.307051581103173
RD3	343035	0.0586903590788416	-0.243862726892289
PRSS27	83886	0.0587055130205069	-0.302434788368479
USP12	219333	0.0587055130205069	1.03446837263946
		0.0587164899886969	0.412742758147397
SNURF///SNRPN	8926///6638	0.0587403956987582	-1.02575603907143
		0.0587979450361937	-0.627093823963717
		0.0588291841680021	0.19517599528118
SCRN3	79634	0.0588696646225645	-0.639663509506803
		0.0588696646225645	-0.155697631250566
MT1A	4489	0.0588871146619582	0.25850868809864
		0.058905772147743	-0.67067871179138
RCVRN	5957	0.058914490166156	-0.48084219818027
LOC100288778///WASH1///WASH7P///WASH2P///WASH3P	100288778///100287171///653635///375260///374666	0.0589699061267226	-0.391687289664397
XPNPEP2	7512	0.0589727453697756	-0.302999554632652
VN1R3	317702	0.0590361148196019	0.281721250485262
SOCS5	9655	0.0591086115116987	0.316514389502269
MAN1A2	10905	0.0591124632756449	0.365687128085038
DYRK1A	1859	0.0591526703395516	-0.430802946184803
TESK1	7016	0.0592199602710997	-0.285045124396824
		0.0592199602710997	-0.405939202554421
		0.0592275548612655	-0.445933179676869
NBPF25P///NBPF19///NBPF20///NBPF10///NBPF8///NBPF9///NBPF15///NBPF11///NBPF12///NBPF3///NBPF1///NBPF14	101929780///101060226///100288142///100132406///728841///400818///284565///200030///149013///84224///55672///25832	0.0592389341648563	-0.377528882393419
		0.0592423482244745	-0.336005908375283
GPHA2	170589	0.0592423482244745	-0.229520855250565
		0.0592512363518453	-0.36654474953628
TAS2R8	50836	0.0592670013608962	-0.244796138385487
MAP2K7	5609	0.0593405530375961	-0.313955960848071
		0.0593405530375961	-0.29984885252721
CHCHD5	84269	0.0594905996666966	-0.39009364187188
		0.0595144467001317	0.498230029185942
		0.0595168951308401	-0.31809684585941
FRRS1L	23732	0.0595168951308401	-0.280915021488661
TRIM51	84767	0.0595534831019718	-0.365213438954647
		0.0597715941999213	0.667799350115647
ALDH5A1	7915	0.0597718882002216	0.553221291826532
BDH1	622	0.0598564559837713	0.583106722149661
UQCR11	10975	0.059859677583276	-0.297560089325396
MSL3P1	151507	0.0599219531929579	-0.74057730387755
		0.0599344274073925	-0.56222741410204
TWF1	5756	0.0599409186656502	-0.369521077752831
		0.0599656536550437	0.552337490868485
NPB	256933	0.060010182962471	0.33941140933787
GGTLC2	91227	0.0600418256920237	-0.466764264531744
OAS1	4938	0.060053759921895	-0.752631867698411
		0.0601279290096687	0.488326419704082
		0.0601279290096687	-0.400936472314058
		0.060136936726562	0.751786516303857
APOBEC3A_B///APOBEC3A	100913187///200315	0.0601491263888658	-1.17107272880159
UBA2	10054	0.0601894675181145	0.461515517090705
		0.060207705700911	-0.478526092147391
SCYL2	55681	0.0602123939366461	0.360520588675737
MSANTD4	84437	0.0602123939366461	0.690044440986396
LMNTD2	256329	0.060217928683121	-0.226663238865078
		0.0602239855640558	0.526025874521542
		0.0602805218538622	-0.155080330394557
ASPDH	554235	0.0602857656377851	-0.280077549107708
ROGDI	79641	0.0602994542364965	0.542130750219957
DHX34	9704	0.0603422914980081	-0.461748891839001
		0.0603484570548856	-0.349135865734692
		0.0603590482736166	-0.71928147728798
RPL32	6161	0.0603778484172623	-0.433921818794783
SPDEF	25803	0.0603778484172623	-0.259809306239227
		0.0603778484172623	0.413337630880955
		0.0604187585309698	-0.30070093326984
		0.0604311916678071	-0.336047992476191
COA3	28958	0.0604571696282108	0.511490014783448
DZIP1	22873	0.0604630821682251	0.458481107740364
		0.0604686676090229	-0.546633547580497
		0.0604721870386914	0.401891538817461
LRP1B	53353	0.0605266957075125	0.160649648175738
ATXN7L1	222255	0.0605266957075125	-0.822102862166664
		0.0605266957075125	0.316551020017009
		0.0605430382804056	-0.432015994789113
		0.0605569874554822	-0.402562193201812
TMEM8C	389827	0.060617146851113	-0.270844592283446
		0.0606336298727988	0.717221338869615
C11orf40	143501	0.0606462984873805	-0.240151481196144
CYSRT1	375791	0.0606462984873805	-0.263574956912696
		0.0607197792807442	-0.637822602354873
		0.0607255133494345	0.517824054840137
DNAJB8	165721	0.0607264362266931	-0.256797267979591
RHOB	388	0.0607506209068288	0.835301972125852
FBXO17	115290	0.0607589971960944	-0.310627764362811
OXLD1	339229	0.0608023681183886	-0.2948509457551
ETV6///INO80D	2120///54891	0.0608132309357786	0.94400161425397
		0.0608150547073343	0.36043109060998
SNRPA1	6627	0.0608634893830305	0.790302353892292
PRSS30P	124221	0.0608634893830305	-0.276568332655327
SBSN	374897	0.0609201291268443	-0.23692012797619
		0.0609256190840799	0.281786177106577
		0.0609320524310154	0.670687676965986
CDKAL1	54901	0.0609326396442005	0.390705622772111
ANXA1	301	0.0609405688578045	1.93674938512018
SNORD116-29	100033821	0.0609483181757747	-0.682904558757369
		0.0610142841539979	-0.471183678901359
		0.0610142841539979	-0.301558582623582
		0.0610861645431303	-0.37141862724263
		0.0610962645575147	-0.577681267865078
		0.0610962645575147	-0.78282556509637
		0.0611784735663866	-0.324428624918367
ZNF507	22847	0.0611784735663866	-0.602174511927436
FERMT1	55612	0.0611784735663866	0.706651558329933
		0.0612582197356473	-0.311954587641722
FAM63A	55793	0.0612776477979495	-0.645967810481856
RPL37A	6168	0.0613520674735091	0.557596536085034
SNORA70///RPL10	26778///6134	0.0613699861157603	0.391246298507937
OSBPL10	114884	0.0613948863589661	-0.987678375020407
		0.0613948863589661	-0.137936259365079
		0.0614479637522876	0.309030403977324
RNF151	146310	0.0614676163225199	-0.224827583304988
RETN	56729	0.0614738713050523	0.370588211636056
		0.0614783798504445	-0.282573450009069
LBP	3929	0.0614906147565005	0.227302410645125
C1orf145	574407	0.0615257271546136	-0.281782018849205
ADGRE2	30817	0.0615582767594621	1.52168437523583
		0.0615582767594621	0.406829882905898
RIBC1	158787	0.0615582767594621	-0.252308458498865
VTN	7448	0.0616014125771052	-0.232842792789113
APITD1-CORT///APITD1///CORT	100526739///378708///1325	0.0616077977487803	0.340505837078232
ZNF134	7693	0.0616329531157876	0.3761382180805
		0.0616680651923133	0.542402251803857
CPQ	10404	0.0616724072095075	-0.879494097420633
FAM210A	125228	0.0616732229576589	0.563992980645127
		0.0616896158343756	-0.551945837975055
		0.061735449580833	-0.305748758337868
PLEK	5341	0.0617485662104137	1.25138387218481
		0.0617700497653949	-0.164742388958048
		0.0617716874375722	-0.265826914681405
		0.0617792968639422	-0.453871478212017
RAB42	115273	0.0617816586126236	0.289487632638323
		0.0617962595156522	0.508270341143992
PLA2G4F	255189	0.0618098186442846	-0.232391758772108
		0.0618098186442846	-0.635384139261902
		0.0618894568240254	0.325720029713152
GRIA2	2891	0.0618894568240254	-0.166155366400226
		0.0618894568240254	-0.191216088893424
		0.0618967792199464	-0.365316259929705
		0.0618967792199464	-0.176583756027211
DPF2	5977	0.0619140557295812	-0.335116453897959
SLC25A10	1468	0.0619687148827586	0.439662610202949
		0.0619687148827586	-0.454001378541948
C6orf89	221477	0.0619727534822416	-0.370429663905893
		0.0620033591593209	-0.315642258045351
		0.0620319816075005	0.616592360861679
GSK3B	2932	0.0620655637966486	-0.433917567744896
OXSR1	9943	0.0620655637966486	0.280543973590706
		0.0620655637966486	0.436433795344672
		0.062148555921439	0.391154260799322
TIMM22///TIMM22	29928///29928	0.0621637058441044	-0.389567321638322
CSNK1G3	1456	0.0621655124665722	-0.599861036687072
TMEM88	92162	0.0621952923799775	-0.601742276267572
ATG14	22863	0.0621952923799775	0.534783649371883
LINC00518	221718	0.0622050079060661	-0.203291402005668
ACKR1	2532	0.0622057924899261	0.287034676844672
KIF18B	146909	0.0623160348452688	0.445537136842406
		0.0623231627561961	-0.51981463816213
MEAF6	64769	0.0623290057430086	-0.335727066439908
CBLB	868	0.0623314276340704	-0.747560440608841
		0.062351722888819	0.668217030925171
SHQ1	55164	0.0623575233852128	0.600624538299322
LOC100131581	100131581	0.0624364993347831	-0.600067151756235
NUPR2	389493	0.0624564542553249	-0.30005324111451
E4F1	1877	0.062457133720738	-0.21546539836621
HDLBP	3069	0.0624988165390705	0.248504020685942
ATXN7L3	56970	0.0625106139828943	-0.302089860646257
PTPRN2	5799	0.0626070363925511	-0.368169725446711
PRY2///PRY	442862///9081	0.0626070363925511	-0.268792136482992
LPXN	9404	0.0626753849699017	-0.835375935648525
TUBGCP6	85378	0.0626942500440479	-0.310796834785712
		0.0627114919507736	-0.133410328233559
MOXD1	26002	0.0627145026156259	-0.530262660243764
		0.0627478504018471	-0.644409670424036
C2	717	0.06278245217376	0.502605289196146
IMP4	92856	0.0627846512314401	0.404415865735831
		0.0627846512314401	-0.176247628200679
		0.0628687033715681	-0.439640572752833
		0.0628884853011266	0.779215615236966
PI4K2B	55300	0.0628884853011266	0.466164243880955
SNRNP48	154007	0.0628884853011266	-0.412809069673466
		0.0628884853011266	-0.428154340065759
FBXO38	81545	0.0628884853011266	-0.332847495079364
GPR89A///GPR89B	653519///51463	0.06289443693605	0.522196935764174
WFDC1	58189	0.0629031504447639	0.48575208415533
C2orf78	388960	0.0629031504447639	-0.249523140829931
		0.0629382332353007	0.520480360387758
		0.0629420431224916	0.33229443379025
KIAA1024	23251	0.0629538813605885	-0.410599573546484
		0.0629538813605885	-0.303814238354875
NCKAP5L	57701	0.0629653211795458	0.328983219411566
POLR2K	5440	0.0629888692066126	0.399346192580502
ALDH8A1	64577	0.0630680861135001	-0.314659452849205
ZNF559-ZNF177///ZNF559	100529215///84527	0.0630705531325484	-0.472277816738093
		0.0630705531325484	-0.755688616155329
SUFU	51684	0.0630872314119466	-0.345641620352605
ATP5G2	517	0.0631086805389637	0.287296498436511
ACSF2	80221	0.0631158868869394	0.469970453873016
CENPVL2///CENPVL1	441495///389857	0.0631158868869394	-0.297477374596371
ITGB5	3693	0.0631546613468954	0.36865679414059
ATP5L2	267020	0.0631759446501964	-0.450259808391156
CRYGB	1419	0.0632117265723879	-0.255602814318593
		0.0632290106578709	-0.601846485013606
		0.0632525475979301	0.319451729564626
		0.0632955578252204	0.640298705682542
MYH9	4627	0.0633057346382809	-0.375915312040812
WDR48	57599	0.0633129523467376	0.393683011861683
FIS1	51024	0.0633350505827384	-0.23349300147392
SLC9B1	150159	0.0633838372079445	-0.392939960124716
FUK	197258	0.0633838372079445	-0.221543276312925
PRSS35	167681	0.0633838372079445	-0.243856170670067
		0.0633873635736046	0.635320555607711
RARRES1	5918	0.0634277828244668	0.240341115349207
IRAK2	3656	0.0634277828244668	-0.417680517753968
		0.0634346958974452	-0.364378677622448
ARPP19	10776	0.0634440600127291	0.368659771467121
IFT20	90410	0.0634816763130448	-0.372605391658728
TMEM55B	90809	0.0634904193511695	-0.276074926958048
SNORA31///TPT1	677814///7178	0.063525075130701	-0.516714163600905
		0.0635254415178244	0.598940693800456
VPS4B	9525	0.0635269716200887	-0.367534253140589
NEK3	4752	0.0635305173749014	0.71206256319728
		0.0635684333056238	-0.412427078164398
		0.0635729760872017	-0.382125959591835
SUPT6H	6830	0.0635976184839539	0.188364486938779
SUPT7L	9913	0.0635976184839539	0.469879862531749
MEF2D	4209	0.0636177894903611	0.519818576700684
MYH13	8735	0.0636266221571156	-0.175530889263038
VWA7	80737	0.0636393658101538	-0.235944102210884
		0.0637173032154044	0.26300179945465
		0.0637219403506799	0.140849244328799
EBAG9	9166	0.0637444333936135	-0.447392162272106
MGAT2	4247	0.063755306611812	0.532592740977326
		0.0637564971115912	0.425000428927439
CMTM8	152189	0.0637636650380482	-0.842700118891155
CYSTM1	84418	0.0637654721800324	-0.700793603748298
LPAL2	80350	0.0637681752368224	-0.530920625072561
APEH	327	0.0637974587314519	0.446572748867348
PHOSPHO1	162466	0.0638063300530524	-0.94820900466213
		0.0638312386046821	-0.499592075828797
LAMC2	3918	0.0638383073082461	-0.209550775426303
CD40	958	0.0638404592124216	-0.704613827834466
		0.0638404592124216	-0.74301017968027
PARP11	57097	0.0638725028767312	-0.399753236924035
		0.0638952834537162	0.438157119278912
CPNE7	27132	0.0638952834537162	0.451250259012473
POU2AF1	5450	0.0639214418474026	-0.847379155763037
		0.0639820796436049	-0.361111545351472
		0.0639820796436049	0.548080101234696
		0.0639955805334678	-0.311254399311791
ATP5F1	515	0.064028595546189	0.430607590535149
		0.0640463719399985	0.465810011613379
CHST12	55501	0.0640524821878101	0.404577962157598
		0.0640795618196465	-0.285997686927437
ATG16L1	55054	0.0640806298751328	-0.373028095853739
CXorf58	254158	0.064126641679369	-0.195547344657595
XIRP2	129446	0.0641311504376972	0.331862296784582
		0.0641336880866088	0.682438944575964
TAS2R3	50831	0.0641581666008665	-0.367857552752834
TERF1	7013	0.0641955909639888	-0.372240190359408
SHFM1	7979	0.0642089522021788	0.540205828090704
MEIG1	644890	0.0642942205714206	-0.178427769836734
CLCN6	1185	0.0642986879923473	0.377823605021543
ATP6AP1L	92270	0.064300482215206	0.486374921446713
SUMO4///SUMO2	387082///6613	0.064300482215206	-0.513194792538545
PRKCB	5579	0.0643101145590563	-0.762974609527209
SIGLEC7	27036	0.0643101145590563	-0.661443956224488
PAPD4	167153	0.0643128320210955	-0.341759054026076
		0.0643550885272937	0.578539779151932
		0.0643550885272937	0.318647243921769
RASD1	51655	0.0643748812114678	0.806987566116782
		0.0644044537786302	0.785302363629254
TRPM5	29850	0.0644161057655441	-0.268474051352607
ZNF71	58491	0.0644161057655441	-0.234606413166666
		0.0644429614668638	0.477153995332201
RTN4RL1	146760	0.0644438411652981	-0.352680415123581
		0.0644687170560229	-0.252649463639455
C11orf80	79703	0.0644746150418876	-0.672629519346938
		0.0645119450091043	-0.687561822807256
LOC344967///ACOT7	344967///11332	0.0645260208290315	0.555339887904762
PCBP4	57060	0.0645626081430352	-0.468060400460317
CLDN16	10686	0.0646068602148452	0.220316055775511
KCMF1	56888	0.0646083148318096	-0.272879075314057
GTF3C1	2975	0.0646703271351003	0.176373328105444
		0.0646762567429927	0.416500574718823
		0.0646815929445096	-0.477676997801586
KIAA1468	57614	0.0646909103743564	-0.265169003009071
		0.0647260757639505	0.601488426988665
		0.0647314231346067	-0.374302823317459
CCR9	10803	0.0647476400813895	-1.02945272525283
RNFT2	84900	0.0647476400813895	-0.596998162200679
VPS4A	27183	0.0647683134208659	0.232647299363947
		0.0647986312754467	-0.282588502390022
CYLC1	1538	0.0648393415851996	-0.196402517716553
		0.0648771480564546	0.574410208730161
ANK1	286	0.0648777131929035	0.735268779774377
		0.0649072340298158	0.42717099442404
		0.0649072340298158	-0.293013978352607
C11orf57	55216	0.0649324224807236	0.368355705017009
DERL2	51009	0.0649412414797509	-0.250454824535147
FANCD2	2177	0.0649412414797509	0.551593675463721
PPP1R36	145376	0.064977173157388	0.220214702809525
ZPBP2	124626	0.0649981868889064	-0.305954942324262
LOC100419773	100419773	0.065079318216587	-0.459024697408162
TNNC2	7125	0.065079318216587	-0.198651844517006
CCDC6	8030	0.065079318216587	0.692101871334469
CD28	940	0.0650797867953441	-1.33217537356803
SOD1	6647	0.0651311659411717	0.717066796785717
		0.0651581770477243	-0.195414426426303
		0.0651581770477243	-0.290806320829931
ACOT8	10005	0.0651581770477243	-0.215787280758502
		0.0651581770477243	0.299624883510205
FAM212B	55924	0.0651817244161202	-0.656956079738094
		0.0651914453293217	0.31786490464966
ITGA5	3678	0.0652106505390554	0.830138433171204
		0.0652316420281838	0.660404246551022
		0.0652316420281838	-0.358791330795917
RHBDD2	57414	0.0652316420281838	-0.38020521749433
GRK7	131890	0.0652316420281838	-0.219502098537415
		0.0652710488883382	1.10388794308617
		0.0652710488883382	-0.261952235941043
		0.0652896388727093	-0.518813086854874
INSL6	11172	0.0653199480936814	-0.229817504297051
CBLN2	147381	0.065382101156962	0.308772263183675
		0.0653823889778316	-0.559480742378684
PLIN4	729359	0.0653926055081028	-0.398269193048751
CDKN2AIP	55602	0.0653926055081028	-0.371126168521538
LOC100133207	100133207	0.0653926055081028	-1.29152354967574
ELP3	55140	0.0653947382294456	0.610186326992065
COQ4///COQ4	51117///51117	0.0653947382294456	0.321715997596374
NAT9	26151	0.0654040761208273	0.457696434532882
		0.0654139091973481	-0.269572393137187
KDM2B	84678	0.0654557883931541	0.354910400752837
TPCN2	219931	0.0654557883931541	0.469473821782315
ZNF473	25888	0.0655067076350288	-0.466926175841268
SNORD116-11	100033423	0.0655094464328184	-0.427830355724489
HMX1	3166	0.0655133514983549	-0.24878341495578
NOTCH1	4851	0.0655457489296899	-0.736440704317459
TP53INP1	94241	0.0655457489296899	-1.24234111811451
ATP11B	23200	0.0655457489296899	-0.482090501473921
		0.0655457489296899	0.444091735946713
EDA	1896	0.0655530143803149	-0.322735498863945
		0.0655742246309921	0.403631504448981
RNVU1-17	101954269	0.0655825876106842	0.288449639183674
		0.0655920236057363	-0.193448355303855
SNORA19	641451	0.0655940514880162	0.630401837396827
IFNL2	282616	0.065665471636884	-0.327719703064624
GUCY2C	2984	0.06567168798816	0.147008238794786
ANKRD11	29123	0.0656779689142815	-0.257416400651926
LOC102724984///LOC728138///KIAA2013	102724984///728138///90231	0.0657861979109882	-0.330359334780043
TMEM120B	144404	0.0657969304960513	0.43643376425737
ATP6V0D1	9114	0.0658022236346242	-0.598770808010203
DMRT3	58524	0.0658022236346242	-0.250927799342402
ERI1	90459	0.065831814642011	0.45993880601474
GPR82	27197	0.065835147715179	-0.36948632430272
SPAG6	9576	0.0658438230140725	0.920219289543085
		0.065870288025908	0.559568246292519
FAM45A///FAM45BP	404636///55855	0.0658743004900856	0.559092972465988
TAF1	6872	0.0658832969818859	-0.220448583092968
MTSS1L	92154	0.0658908428378401	0.570615039709752
DUS3L	56931	0.065891709498528	0.270250810664402
		0.0659018150395512	-0.216873615498864
		0.0659061336029899	-0.193768022785713
		0.0659061336029899	-0.295220469985259
SLX4	84464	0.0659061336029899	-0.235289761145123
RNMT	8731	0.0660299691567609	0.533224736509071
		0.0660448647005504	-0.449292289564623
LYRM5	144363	0.0660448647005504	-0.423122302388887
USP2	9099	0.0660448647005504	0.315113523926304
		0.0660725983973189	-0.396274837411563
LOC441081	441081	0.0660848947407594	0.969194487641725
		0.0661136488065047	-0.2596969340839
		0.0661136488065047	0.797827797640592
		0.0661180421257195	0.462280902869615
CD300LG	146894	0.0661180421257195	-0.312717014337867
TRMT12	55039	0.0661399185560813	-0.485987127275508
		0.0661494765607201	-0.222091660202947
POLB	5423	0.0661937229534023	-0.446774888901357
TARP///TRGC2	445347///6967	0.0662024223645946	1.30595910952041
		0.0662085383776642	0.428204206301588
LOC100996455	100996455	0.0662333064986133	0.314176730886622
SNORD55	26811	0.0662333064986133	-0.338775855743762
		0.0662933860221847	-0.167193450997732
YAP1	10413	0.0662943747721763	-0.307041178385488
AATBC	284837	0.0663407093207111	0.381585338123584
LINC00574	80069	0.066378368056923	-0.306091416879816
HBQ1	3049	0.0665383055346429	0.309172524058959
RNF146	81847	0.0665383055346429	-0.412758572901358
C14orf180	400258	0.0665660978344211	0.303747782924038
LINC00680-GUSBP4///LOC100133050///GUSBP9///GUSBP1///GUSBP3///GUSBP2///SMA5///SMA4///GUSBP3///SMA5///SMA4	106660613///100133050///100049076///728411///653188///387036///11042///11039///653188///11042///11039	0.0666453955226055	0.528910986438779
		0.0666911255679419	0.361145624473924
GOLGA8R///GOLGA8DP///GOLGA8F///GOLGA8CP///GOLGA8O///GOLGA8M///GOLGA8K///GOLGA8J///GOLGA8S///GOLGA8N///GOLGA8B///GOLGA8EP///GOLGA8G///GOLGA8A	101059918///100132979///100132565///729786///728047///653720///653125///653073///653061///643699///440270///390535///283768///23015	0.0667189637357592	0.655242041112246
STATH	6779	0.0667189637357592	0.208907290336735
C11orf86	254439	0.0667373231562184	-0.263215048094103
DNAJB6	10049	0.0667373231562184	0.390632051980728
		0.0667373231562184	0.531766442289116
		0.0667782557296433	-0.250338907047618
		0.0667941677666889	0.374593072929705
		0.0668021086639749	0.573484856168937
DKFZP434K028	26070	0.0668021086639749	-0.266709886690474
IGSF5	150084	0.0668749179571176	-0.24532939916213
LOC400692	400692	0.0669069245825832	-0.281728336454647
		0.0669179427793454	-0.34418465171882
TMEM212	389177	0.0669179427793454	0.245815630803856
VSIG10	54621	0.0669179427793454	0.632973325710885
SPRY1	10252	0.0669185012661882	0.722630226860546
ELF1	1997	0.0671448446550731	0.33503637698413
MYCNOS	10408	0.0672027295547636	0.38844803948186
		0.067274519430118	0.730202241674605
FGF22///FGF22	27006///27006	0.067274519430118	-0.276470693962585
ARMC1	55156	0.067274519430118	0.712988626611113
LINC01296	642477	0.0672785428357983	0.631974746339004
		0.0673117341363068	0.173676392095239
PDPK1	5170	0.0674001861053861	-0.546833436218819
PCP4L1	654790	0.0674972541777754	-0.234359742268705
SDE2	163859	0.0675049879184365	0.425345513933108
OPRL1	4987	0.0675754968133225	-0.341438274760771
		0.0676090544185649	-0.268196403026076
		0.0676386536362126	-0.213012772939909
HOXB7	3217	0.0676570361003725	0.416286611448981
MIRLET7I	406891	0.0676570361003725	-0.352392899064624
MS4A14///MS4A7	84689///58475	0.0676570361003725	0.869788651264174
BSPH1	100131137	0.0676824085508921	-0.164148896649658
		0.0677012144642323	0.974564447412701
		0.0679170323491495	0.379039228163268
FBRS	64319	0.0679530476286499	-0.396663634363944
PRAME	23532	0.0679998015387498	1.13461733295352
		0.0679998015387498	-0.28101565984467
FRMD4B	23150	0.0679998015387498	1.26447658736848
		0.068005605287015	-1.12160140518481
		0.0680137998032962	-0.322070742819727
		0.0680193017641707	-0.261037446861677
		0.0680193017641707	0.721577689594106
KITLG	4254	0.0680803207675278	0.538012733041952
LPIN1	23175	0.0681003564918548	0.516941891011339
PLGLA///LPAL2///PLGLB1///PLGLB2///PLG	285189///80350///5343///5342///5340	0.068141561163493	-0.646137504832198
		0.0681421086736829	-0.577565017263038
		0.0681470810617053	-0.129902828556689
FOLH1B///FOLH1	219595///2346	0.0681931838773877	0.264963399293652
TLR1	7096	0.0681931838773877	-1.12999399755329
LOC149950	149950	0.0682297297166409	-0.235962485885487
GSX1	219409	0.0682297297166409	0.292219086845807
APOBEC3B	9582	0.0682297297166409	0.976411590643992
		0.0682297297166409	-0.36337377136848
		0.0682701328475096	-0.186448640873015
DDX11L9///DDX11L5///DDX11L1///DDX11L10///DDX11L16///DDX11L2///DDX11L5	100288486///100287596///100287102///100287029///727856///84771///100287596	0.0685317436528365	0.359985285181407
PMF1-BGLAP///PMF1	100527963///11243	0.0685384481655947	0.283013608651931
		0.0685384481655947	-0.247653979726756
		0.0685437860746273	-0.378259310793649
KYAT3	56267	0.0685513792070309	-0.561324015871882
PPP1R9B	84687	0.0685999883667311	-0.355626389136053
		0.0686105050898046	0.58209088278118
		0.068642126362386	0.624816571992064
PZP	5858	0.068642126362386	-0.263945272418366
TSPAN10	83882	0.068642126362386	-0.229576732791384
WDR61	80349	0.068714041925235	0.512107506334468
MECOM	2122	0.0687194147508981	0.655271479549887
CACYBP	27101	0.0687844901876025	0.486291438681407
		0.0687883567090648	-0.313745161617912
		0.068803380104405	-0.265841622290249
		0.068805581401985	0.316683038775511
DEFB118	117285	0.0688139697485387	-0.265068410445577
CCDC34	91057	0.068897301640146	0.606535986380955
IL23R	149233	0.0689840130216459	-0.460783608688208
		0.0689880136904249	-0.122326404339002
		0.0689880136904249	-0.572444318047618
		0.0690285149709771	-0.466594277629251
GH2///GH1///CSHL1///CSH2///CSH1	2689///2688///1444///1443///1442	0.0690285149709771	-0.199556325802719
		0.0690366380366897	-0.375961591622448
GFOD1	54438	0.0690597165544948	0.55238637851134
		0.0691219926610459	0.450600396465986
ZNF577	84765	0.0691363137836657	0.57432114077778
